id,attribute_ids
1422ce556b72fc8a,519
142941027746adb4,949
1430267b20b296b3,1046
143730bb8cec891e,949
143b4533beac22dc,1046
143c3e75beafa1c2,1046
143e675118898eda,501
144938b73cdce885,1000
1453d45685cbdb84,864
1456f4286fdf2a62,1046
145a74c34a6d8e2c,70
146723b7cf716ce4,432
146e3d6a6dbbd919,949
146fdaf341b0e8c9,1046
1475b38e9e8839a3,501
14812c9e591f1381,1046
14821b9a6696603b,1022
14821cf32f41a7e0,70
1491be270828bd1e,1046
149a6c6e755859af,432
14a17d6ebf9fe06,1046
14a55a42d5c431d8,501
14af271908130448,1046
14b35e88bc1d595f,70
14b648cab7b7f7c1,70
14b6697c14a5d51,1046
14bbc52058f741b9,1046
14bd2f14d009652a,1046
14c3ba8957226b3c,1046
14c78f92b087b4c0,1046
14cf2983d64502a9,1046
14cf9ab00930e1aa,1046
14d060c7a951d5ee,1096
14d6869480ff6130,1046
14d68fe40b7be02d,1046
14dad1abd977cc93,1046
14dcbcbe44ad09e0,949
14dd15d8b15cd4bb,1046
14e273af2af67c15,1046
14eb80246467af2a,1046
14eeb3e129ad931,70 949
14f03106a200c449,519
14f42d173a6d16ce,618
14f6d4d07c12cc5b,501
14f7c9e7e7fcd921,1046
1501e1959bccdec1,1046
150a9cf3c2ee25e4,44
150ca2fd1e8e2e1a,481
1513d83e954bdc2a,497
151b92abaed48d81,439
152136e214f42b6c,1046
152f12cd36a43d73,949
152fcaa33d637fbd,70 1046
1532f5019a7cdae5,448
153859df743a2f06,70
153e950b1943c6ea,1046
1541706ad4f122af,916
1543ec50b185181c,497
15451dc8754b7d17,501
15526fd52e8946b6,501 1046
1557a1e5fc08fdc6,876 916
155e4378f5171d8e,501
156c50e7b87c9c77,949
156d5f0b4f1f23d4,1046
1579276ed255ecb1,411
157a3331018d9a90,501
1581143863909827,1046
1587d00be1c470f2,949
15893a4b8c82cebf,1046
158996d352e522b3,1046
158f998ece46733c,501 1046
1590320f7e5be2ef,1000
1595f3e3c8254007,70
159826eb4d658854,497
159e4e4b5dbfd16a,458
15a4b22606cce119,1046
15a7b3b1c7f49301,519
15a8859435847221,501
15ab1a8cd68c2e8e,1046
15ae4a1f3e144d81,1046
15b0de3f27b5aecb,501
15b43f3b5e1c84fd,1046
15b4f1e822185747,1046
15b58dab2310f5a5,519
15c18093227fb4e0,501
15c84df36030fc5c,70
15cdc85440fb8235,1046
15d6a76176da3f02,501
15d8e14cf3775ed1,949
15d967146bd9437d,1000
15e217ede71aa20,501
15e2a495718144e4,1046
15f0fb2d585fce12,497
15f802956be5de1b,1022
15fd4ca58ed4aab3,916
15fe2b987dbdc8a4,70 1046
16008f2bbac184e6,1046
160b6d2dcb9b578e,519
1616aee566639518,497
1616d97c23cd5397,1096
161974a7c0c633d6,1046
161b5724190b25c4,534
162546e68178b6b7,918
1627be5401cbc157,1046
162971a2a5a45e4d,1046
162b1d63bec4e80b,949
16387aac07128a95,432
163a2b2f1ac49dc8,1046
163c8978eda60e3f,497
1647c9b4cc0083f6,1046
164a67a3fbd57956,1046
16531e3706a78e1a,551
1653b3ca425f2cc6,1046
1657916568c90d50,70
1657e80f4a7cf17c,1046
165d6149352164cf,1046
16603fe628480d56,1046
1666fef9ac0638ab,1046
16693039e3202bd5,1046
166df68fbe95f643,1046
1670f07d624d3854,832
16713e45e1d66764,1046
167fe00ac75c23d7,1046
16806af0fe0e66af,534
1684c1b78ec0b2b1,1046
168794cba525a3f2,467
168902a7b450c638,949
16955e6c938d4256,1096
16973193c2dd863e,1046
169a91ec274bafa0,949
169c4b9d7cd2ba8d,949
16a14c0f8de6a5f5,1046
16a43445d2a893e2,1046
16a5b86bdd4e474,411
16a9a7af1e6d4c4e,911
16a9e3b5c64d8574,888
16aa7ff46ebf08e4,888
16ae639a870f834a,949
16afb0f91fa57c27,864
16bafb6d6d83385a,1046
16c3af70e96d49e0,949
16cf63f0f1825ac0,501
16cfef4e7784f84a,519 1046
16d6063cc8a594f0,689
16d8db6e93f895ee,1046
16da78bb9258e4b6,497
16e441d944e83971,432
16ebd4253253c439,519
16ef41e2472c5898,1046
16f1aee921aea335,70
16f9303b21cecd18,439
170d55ba854e16c3,949
1714a05fca8af3a5,1046
1716bf154eed0747,864
1718ced4f987e573,501
171a35097fc2f125,497
17262261d80ca0ce,519
17325777c238a675,497
17396a6ba37dc3b,1046
17405c490384dfdd,1046
1742d050312dc727,458 1046
174d9ff6796b2112,1046
174f8da135fa83a7,519
175abb2a2108b498,481
1760d6883819c0d6,916
176a5c3bc6ababa1,1022
176c18c745daaa06,501
17710fc894a486ef,1046
177284b6cb67e68f,1046
17786cb8e34c12c0,501
177e93e12c5e46d3,1046
178a9b5cdf27b7b2,1022 1046
178d953813036866,1046
178dda306b35f6df,439
178e4a2020856ebc,519
1793103543aa962b,519
17966205b94a97b7,501
1796ac17b92d29a7,876
1798cb801d0ee477,949
179c5d20f404f099,864
17a94e345a60caae,1046
17aa82ac20ad7381,1046
17aba3a977dc3ffb,1046
17b6951c6d0812cd,1046
17bdcad33fff31d0,519
17c36372cd2f50be,519
17c47455c745776a,832
17c49a910c185379,501
17c52637b10959de,949 1046
17c596e85e2a6fdc,864
17d8d17c7209adbe,1046
17da230c9809d9c0,70
17e00ef28f6225e2,1046
17e2d5174e253183,1046
17e7e758d1ef3fbb,551
17e91b17b7aff22a,551
17ea278e69807b75,864
17ec1f2d96c5c06a,534
17fc724243341981,949
17fc7de833e82ba7,1041 1046
1800b28c8ebcd9d5,1046
180215220264cb7,911
180604dc7128035e,70
1807c41852d79c3e,1041
180d6c91cd79946a,70
180fdf0dd9b18485,888
181a8ae3143d4e59,432
181bf3415f7ebb00,534
182042a32d2fd4ff,1046
1823cca38d68a90a,1046
18283c4b0f9425f,916
182e1fc6c9367902,1046
18337e4e18bd6432,1046
183cb22a7a3c8bce,501 916
183fb749d25534bd,949
184adb29b05caceb,519
184b420eaa595fe7,1046
185150123a1a40f9,501
1852b97490aa0ff0,1046
1853086b1f8a5648,1046
18552fb09130fe3d,519
1857a32dab4fdcc4,534
18595044a0b0315,602
185cf49818dba18e,1046
186c2c793083dead,501
1874435f3ebc61f9,96
18747c76e1bec139,1046
187781813265eb7b,70
187d08f28aa613d7,1046
18807cc2ec37fa45,448
1885fe64cda6b1e0,1046
1888bd5d4564c8b1,501 1046
1891aa45bbbcfd5c,1046
189336bc213c7c76,534
18963bbaab0f5954,1046
1897de9bf0056ba7,501
189bc7a61425d6c1,1046
18a0c30b19d3c17b,1046
18b3b9b103a7b41d,949
18bafe4edacfd93,1046
18c7c60c36dec7d9,1046
18c84af5e741b845,1022
18ca5f964eff4e92,141
18cf4f9b3c6284a1,501
18d3d06bd6ddcd42,916
18d5d2f433045fb8,501 1046
18da28344f88d5a,1000
18dbff187bac3125,949
18dd160c4622440f,1041
18dffd2815052206,1046
18e155f676a3cec2,949
18e209a846bf7a83,70
18ea4115570d1ea2,70 1046
18ebe0a1bc946be0,1046
18f5448d792f59d2,1046
18f7a5112ecdd5cd,1046
1901fd30d39f0e9a,1046
1907e08fdd968115,1046
190d25cadb19c06b,70
190ea9a79d797c93,70
1913e8c429437671,916
191c6f71440c4eea,1046
191de8a65bfa9076,761
192411cb1cea5345,497
1924703752a8923c,70 1046
192b7c4f687feaa6,458
1937435ab6b0ecc6,501 519
1946da79e1bb2bf4,519
194736875b787d7b,1046
194a3c1591d5087d,1046
194ca903fc531dd3,458
194d6d7651b10514,1046
194e725d63b7bcc5,432
195042466850e6c0,1046
195353178eb8bcca,761
1954a491e69e41c5,1046
1958373025b96b14,501 1046
19587ed58c490d1e,765
1960ca613447b54f,1046
19669cf77bee0e01,1046
1968dd0e4e437814,1046
196aaa851fc31448,864
196c09974372373c,501
196dba71571531fe,501
19795b61af7d0bf8,1046
197aed16b88574d0,1022
19820cc76f1803ff,1046
19885d3a1b1ea241,501
19999392c9148cda,432
199d024302c46706,1022
199f9be8dd78f319,864
19a36dbfd72ce433,1046
19a86de93f046e02,458
19a876050a3be56d,911
19ab5f7519d76d2,1046
19ae09c55b45322f,916
19b25f5d80975b33,761
19b3cbbd7af3fcd1,864
19b4db3c28ae1dac,832
19b6191801de1edb,501 1046
19bc69ed9c4f48dd,618
19c0930b5a63f6a8,1046
19c15ee15bf836ae,949
19c4a2445e19ea51,1046
19cde6adc7759c72,432
19d20a975f93cc38,70
19d4d1fcc5bd3264,501
19d7a198fa7f81ff,1046
19d8743a37c29c1b,70
19e7838572d541fe,1046
19f522e1d1429035,519
19fdf3d1b5e98564,501
1a0536d254ef4344,497 1046
1a097fac2f2dffee,70
1a1cb64e0bf807cc,1046
1a1dd8c6ccc72499,381
1a2460d5e54c010d,1046
1a282c97dbaafef3,1046
1a2e5accf8ad0bda,70
1a3b0b6e5b53a139,497
1a4a4c67323df5b0,916
1a4d01397093a5b4,1046
1a545653ab9d4526,448
1a5496919a58fdd9,1046
1a588e329999570a,1046
1a633906af26ae83,1046
1a63e756e1adbd89,1046
1a679a070d778ed4,949
1a6a5f755e09ec40,1046
1a6dca2c59c0f0ea,1046
1a71a636e77271b8,949
1a74228d6fdc3824,501
1a7d25a224a2c890,501
1a7f3ea2f48919e3,1046
1a7fad48682c71bd,689
1a8194af64a3eca5,1046
1a829119a84da557,1096
1a87eda029016ca3,519
1a8de6e185227a68,501
1a9311151e1263d1,1046
1a9d4b433d59d588,1046
1aa146975eceebb9,1022
1aa6e0a105a55816,1046
1aa92a938b05e244,1046
1aa9764430d72e76,1022
1aaa447e2a5e89d3,501
1ab4ab567f05f41d,501
1ab4e4fbfe43f434,501
1ab57f9ce0c75129,916
1ac2d87f5559388e,551
1ac7a222733f0327,1046
1ace404c18c883d,501 551
1ad68a8af5221270,916 949
1ad6dab645221a18,519
1add15dc02a217dc,70 501
1ade9fc8de978686,501
1ae2130725225bf2,1046
1ae25046534ecc4d,949
1ae2d4d0fa53d43,294
1ae2e0a898dae71c,501
1aeb059a6ce59459,519
1aed373ba4ca3f63,1046
1aee6d2024c2ec45,501
1af44c61bd73b851,70 501
1af633f915d6902e,1046
1b0a7a03a3585ba3,1046
1b0e3d84b7cfa85f,888
1b13ea8eb189cd58,1046
1b14770cd8561b2e,519 1046
1b162c14fdc86b91,534
1b18931dd7981d3,832
1b1ac9d33cfb74ff,1046
1b1ca6a0ee02aeb,501 1046
1b224676fa8a5415,1046
1b2512b84bd05107,70
1b2ed650e9022b74,1046
1b2ff546790e9376,334
1b31f0691922f60b,1046
1b36f8e8f9134f70,781
1b3ae0ed61216f6f,501
1b3b7a9af03770b8,1046
1b3d817a77064ba3,289
1b416e424fe00297,1046
1b45fb03d6fa8a67,70
1b4af476e35287d9,501
1b4e1800af9c8d62,1046
1b4e25951fb8af0a,1022
1b59e94d9fd50cfd,761
1b5f10a3ffef9c1b,501
1b5fd7de9a5bc566,1046
1b63394f99aee36b,949
1b6b80dd6aff010f,70
1b75fd8096020df9,1046
1b76e1e9c871ee79,458
1b7b028c54e63f15,949
1b85b9b43d2887b9,1046
1b87adf21da9841a,1046
1b8ad74adfc7e308,1046
1b962bc9fe8c132c,1046
1b9b0bb699971d0b,1046
1ba99473ed19a7e3,519
1bbd2ee2ac9abb3e,1046
1bc4a435069f385e,1096
1bd70e47f77efaf0,1046
1bda02895b8d8a3c,1046
1be975d254333043,1046
1bf759bebb16f44,70
1bfba5404f3db5b6,398
1bfcbf19321eaab6,1046
1bfeebdd81aa04f8,864
1c03092f1b7ad7b8,1046
1c0b85adc3d3f683,1046
1c11d722b437ba06,949
1c13429a7a8438ff,1046
1c17cd715eef8b87,497
1c298026fdea8e89,432
1c29c8e6a4628b3d,1046
1c2ca3fde5ce01c6,70 501
1c2fb2d23551e99f,432
1c327da6e173e474,888
1c35fdd07e4e9370,432
1c3f1bc2ac6ee66a,1046
1c42e0d4e04b035b,1046
1c447f6494987a3f,888
1c503b5cecd5df77,501
1c52a6fce87de525,1046
1c57c87fbe2f77a,1046
1c61710f93eb3841,1046
1c6b56192ac5f9b2,448
1c6dfb1bcb9e258d,551
1c732d9633181714,501 1046
1c8d89077a1e2c9a,294
1c8feeac813bfca2,1046
1c9047bfc5c0a164,1046
1c924cc18f0975ff,448
1c9b49021cbfa736,1046
1ca29b453ab07840,294
1cab86a628b7d387,1022
1cb0c645aaae5fa9,1046
1cb77ca084e54b2f,1046
1cba79029e769d56,501
1cbc6d4864d63eee,70
1cbcad8f6b4da3b2,1046
1cc16d84a5ee8ec3,501
1cc6a4a19921a1b,1046
1ccdea6e7f3ccac6,96
1cd0b873a4df78fe,832
1cde0ee6a136a63f,1046
1ce22a1726b5abcf,1046
1ce659419b9c0a71,1046
1ce6bc340cfa65ad,501 519
1cea19843b551064,949
1cea78194ccf8c19,1046
1cebe68994c565b3,949
1cf10f6fdb8d2a7f,1046
1cf43dc86f9764f,70
1cfc598032ef6336,70 1046
1d0481d1f85aa571,432
1d150ff5210b4dfc,1046
1d1996ace349392b,1046
1d1ac9d7f8925ee8,1046
1d1ad70b23ae3513,1046
1d1e64a5eb1f90a5,1046
1d243d095ebfb7da,949
1d287d3939f3befa,1046
1d2ab2535de5017,864
1d2f31c8eb88cccf,1046
1d31d5e67f1ed8cf,551
1d381c955a2fcb65,1046
1d3a10644b00ff01,949
1d3a7e252d20495f,70
1d3bc29d3496ff61,916
1d3ee7e08dbc723d,497
1d407475d5c13587,916
1d465a58c57c9f75,1096
1d467c61fb6e26f5,832
1d4c80af2c683fd6,70
1d52658dc5710248,1046
1d5980fcf512ecc7,1046
1d66d2b8fc6e2b5b,1046
1d68df387a868b2f,911
1d68f136e83f0cac,501
1d6964d61e38c2a9,501
1d6a5bad2299c59c,602
1d6c0b7f8a2477d9,1046
1d6edfe5e133e8ef,949
1d785f569804fe84,949
1d7a656077d7f046,1046
1d7c6ec26aa6484f,876
1d7fd0d5cee045d,448
1d822ecf0a6331f2,1046
1d8838b0301a6aea,519
1d8939a45ca871eb,1046
1d990227271750a1,1046
1d9ed877f3433afc,1046
1da7469715055732,1046
1da87f97e877deb9,448
1db6f82dbb032887,501
1db7450df7f1c7ea,1046
1dbb004c8d265450,1046
1ddfcbcb7ca1303d,1046
1de0f58aa9dad2b9,501 1046
1de8ce0247be2548,501
1dedf6a1bce553e7,1046
1dfa37b6a23e8dcb,1046
1dfc260d89c9648,949
1dfcafb0b6ff33af,501
1dfcc5d40fe8e7a1,832
1e03f7566539586b,70
1e04e2e471cd31c6,1046
1e05032afe5616b3,534
1e061da07d3f9357,1046
1e063323f088a90,1046
1e1172e7cf5b2fce,1022
1e142d0659376157,534
1e146e4e11683cf9,501
1e162fc6e62f5e5f,949
1e170e30d6973502,1046
1e199ff64c9883ea,1046
1e1fbd4e16a4c810,1046
1e1fd1e3fe6554ef,1046
1e2775a967f6b896,501
1e27d5d12cb5e96c,1046
1e28253141d5187,1046
1e2d614aeaab7d61,949
1e359d913d0ccb9d,1046
1e37f15ba6f9e7b,1046
1e3c350600780a82,1046
1e3fc3b276ac0b64,1046
1e47eeada8a1fc00,534
1e4c65c47518b68a,1046
1e4dd2fe45032b97,1046
1e4f405a4b36893b,949
1e5a126df5cd1483,1046
1e5aca1fae300f20,1046
1e5c5226f38d5c2c,949
1e61e0ba93e7ca59,501 1046
1e62f38137c231d,832
1e66b9360ced25f1,411
1e7db7fdce9c1f3d,1046
1e916a95b291a6f,519
1e925a642b6b5d71,497
1e97cb678b40c60d,949
1e9a0ea87da687fd,832
1e9c5f5aa398d81f,501
1e9dd21ca6cb4e9b,1046
1e9ddb138638e8db,949
1ea756516537514b,1046
1eb78b1c656fb523,1046
1ebdd63038ce510b,1046
1ec0e0f3e1ce9d09,1046
1ec10c4c7503b7b5,551
1ecdd8afb5a1010f,1046
1ed2a6d25c97b794,501
1ed333cd2f8c2337,70
1ed868985ad8f2f,432
1edc61d9047b8343,1046
1edd7e8377d7659e,501
1ee22ded187fa1cd,44
1ee6733e48b16c66,1022
1ee737f4a7b2f9fc,501
1eec29aba7e30d37,1046
1eed2e26ca9ec8a1,1046
1ef2259e57daf8bd,70
1ef324a8320c2188,761
1ef5bde95a536586,501
1f01fa7aff6e848a,949
1f10f00e76ebf5d8,1046
1f2f4a2ec5928c88,519
1f30bd25e0eec048,1022
1f324a795187587d,1046
1f32b864f54f25fc,1046
1f355a2f9704d8f1,1046
1f3bc647817274b4,1046
1f5145e0d895986f,519
1f532881f27cc54e,1046
1f58a89b565e6580,1046
1f5d107e0ea9ca38,1046
1f67675a88cc49f0,497
1f7909924fb470,70
1f7e8a787629ec91,501
1f8733ed66329c48,1046
1f919d7e66c863d2,1046
1f98c29a3b9a674d,1046
1f9961b193557a5c,1046
1fa08cc6a4369a8b,411
1fa3a7adfede5f11,501
1fa4f43cbfa1181a,501
1faa11513c62327d,1046
1fab5407ebbb9314,1046
1fb041ca429cb4b7,1046
1fb079e9b3247d32,519
1fb6360ed05069db,1046
1fc004e0ede741c6,1046
1fc5f6c2fce9ffc6,1046
1fd3e9e440115a20,1046
1fdc335bc84e337,70
1fe10a3375565b12,501 832
1fedea6710d852b0,1046
1fef0a7a48b5354a,949
20019dc4b692886d,501
20023f2f09f4ec5f,70
200993eced9440c2,519
200ec9d88324dea0,1046
20144577b9428087,1046
201702d1ff6bbe47,916
201846e72f84dad1,501 1046
201bcd2b50b94c73,916
201c6fe2f799f41c,1046
2021cff0f8773340,501
20227ea364430261,1046
202a7bb00602d38d,501
202b6db15e82ed2d,1046
202d16e623a46173,467
202fad14d61d0bf3,1046
2032481b23be92f0,1046
2032d936c649cae,519
20370a063f1e2fb0,534
203719a661961bad,448
20481766cf2cd1f5,1046
204ba338d0e14587,497
205743d43a97c343,1046
20575f3aa7698e47,1046
205bb29ded4f31f2,1046
2064a8dbc932695f,888
2068f55707b1496,761
207229007d4de00a,1046
20781069130c7383,949
207b8a8cd8e46df0,1046
2082676035f3eef9,949
2083ef63de8b6410,949
2085f90579699e55,519
208d0c1a57c0f38b,781
2092b451eb46407,1022
209304ee7c5e339,1046
20a61810aeb9f1df,501
20ade784d5d029f,1046
20b31851689be28f,1046
20c5d5e9c66a6078,501 519
20ccc8f67db79e10,949
20cefa3c61135f9f,70
20d2e47bb38894d5,70 1046
20db151eb3d8bf5,1046
20e4e2069604655f,501 1046
20e4fa08ae7994e8,501
20e86e64a21b9be1,497
20eb3643a373d64,497
20fc51607c0b9327,1046
20fe74f63a5ed06d,1046
20fef08c77432a49,1046
20ff0b769e12a13f,501
21006382607694ac,1046
211b84343a3b5831,501
211c286d3ef10476,501
211ebd650981193e,70
212b0d3e2d3ac779,689
213b4cb6c9b3172c,501
213f4f61a59d69ff,1046
214681441af855ea,1046
214682d33a1af491,448
214869eed4da324e,1046
214a774f36c86548,289
214dcf3784c6c871,294
215c087921561c3b,1046
215cc51826a7b6a,70
2161f126bafd4d7e,1046
2165a3fd44656a7b,501
216d4b60904af5e3,70
21758f4bfe57a9c,1046
21767d0d90e25310,1046
2178f6c7ecba9fa3,949
217a61df08fba82c,1046
217c082244c3e39a,949
217e6360f5b6aa31,1046
217ef1ac6a4e2182,536
2183f6ccf8417f34,949
2187b94b26c029d,501
21884e1f69ecc295,1046
219199fac54d53ff,294
2192edfe6fc4dd13,916
219becb3bb2af76b,949
21a17612e4e2036,1046
21aa703af57c4bb0,534
21ad0658f10656be,70
21ae3102c60d1660,602 1046
21b97264b08e39eb,1046
21ba7660bfe71d99,949
21bc3f4b2b958c1c,1046
21c3b0001ad7070c,1046
21c9b454502ae54c,1046
21ce77d953fb2cba,1046
21cef356b5285337,501
21e2cc4eabf1cadd,501
21e4ddab5c13a836,70
21e765e0b99e48dc,1046
21f4ba0a5af4e633,1046
21f8b26ec5bee3ac,1022
22087823e55b2305,1046
2208838301bdec0c,949
220b676e1064682c,534
2210c6b89763d851,1046
2211310eba313405,1046
22146044de41ff90,1046
2216e8f8a1d3074a,1046
22262f8125aa303e,1046
2229b1349b56e532,1046
222a218ce731eb2b,501 1046
222c41d949f7fdd0,1046
22354782e55bab45,536
2238402b37ed487b,439
2239754f9c98c7d,501
223cfc277729264c,864
2244759c568b06dd,501 1046
2248fdfc79bfe2cc,501
224b8a46c4a24681,1046
2255b1109f4e913d,1046
225a9d51251fe21d,888
225ab12c031976d9,949
226291d9fcbad0f1,432
22636d2f449e383,551
2266de02a8a9c6c3,1046
226801565c1396a5,101
2268f51af5931b6e,1046
22703ec48196afb3,501
2275ef24fa347754,501
227696cb7f017af3,501
22985a1fa54a18ac,294
229db3d086225ee0,1046
22a3e5c7f6327f18,916
22a853cf0d6f847a,501 1046
22ba7ba410d4dcdb,1046
22c0495bb2435111,697
22c52da4b037f76c,832
22ca44a4e3175bde,1046
22cacd4c091b22c,949
22d5675d26552602,501 1046
22ded41983fc76f8,1046
22df5b5d4ddbd1cd,949
22e10592e59f7c74,1046
22e2fea2cebb63e2,1022
22e965661c2c23d9,1046
22ed6119c5d367c2,1046
22ede18b05e7c5f2,501
22efc5bb9b29708b,1046
22f2aa11643d205,1046
22f41a8b055857cb,1046
22f743dc1d1ca12c,497
23043917a3ab84e4,70 1046
23055085a9a618dc,949
23090c7b5b9c7e38,888
230c36eb010df9c7,501
231897878a51a887,1046
23191ee444da3a0d,551
231dd158faba02fe,1046
2320322012c8caf2,70
23233c27b04408c8,1046
232ae7df20995ab7,1046
232bc55c12b79c5e,501
232d76c0158967b8,497
233a8fc8563027b5,1046
233fff31bf963d6a,551
2346a35b9ed1eba7,448
235320e55038cf48,1096
2353f45670b68769,334
2360b99988b5631d,1046
2364bbeb84d82281,501 1046
236f1dcbd3a256ee,864
237691cf20f29f43,1096
237a059333a4af9e,1046
237dd0f661354371,1046
2387af847994b626,536
238c7015bda23de5,294
238c9f2b08cd637c,501 1046
